"RECORD_TYPE_CODE","RECORD_CATEGORY_CODE","REINSURANCE_YEAR","COMMODITY_CODE","TYPE_CODE","TYPE_NAME","TYPE_ABBREVIATION","LAST_RELEASED_DATE","RELEASED_DATE","DELETED_DATE"
"A00540","01","2023","0073","060","Deciduous Shrubs","DS","","12/21/2022",""
"A00540","01","2023","0073","061","Broadleaf Evergreen Shrubs","BS","","12/21/2022",""
"A00540","01","2023","0073","062","Coniferous Evergreen Shrubs","CS","","12/21/2022",""
"A00540","01","2023","0073","063","Small Fruits","SF","","12/21/2022",""
"A00540","01","2023","0073","064","Herbaceous Perennials","HP","","12/21/2022",""
"A00540","01","2023","0073","065","Roses","RO","","12/21/2022",""
"A00540","01","2023","0073","066","Ground Cover And Vines","GC","","12/21/2022",""
"A00540","01","2023","0073","067","Annuals","AN","","12/21/2022",""
"A00540","01","2023","0073","068","Foliage","FO","","12/21/2022",""
"A00540","01","2023","0073","070","Palms And Cycads","PC","","12/21/2022",""
"A00540","01","2023","0073","071","Liners","LI","","12/21/2022",""
"A00540","01","2023","0074","090","Peppermint","PM","","6/17/2022",""
"A00540","01","2023","0074","091","Native Spearmint","NSM","","6/17/2022",""
"A00540","01","2023","0074","092","Scotch Spearmint","SSM","","6/17/2022",""
"A00540","01","2023","0075","081","Virginia","VA","","11/16/2022",""
"A00540","01","2023","0075","082","Southeast Spanish","SES","","11/16/2022",""
"A00540","01","2023","0075","083","Southwest Spanish","SWS","","11/16/2022",""
"A00540","01","2023","0075","084","Runners","RU","","11/16/2022",""
"A00540","01","2023","0075","085","Valencia","VL","","11/16/2022",""
"A00540","01","2023","0076","670","Calendar Year Filer","CLNDRFLR","","8/30/2022",""
"A00540","01","2023","0076","671","Early Fiscal Year Filer","ERLYFF","","8/30/2022",""
"A00540","01","2023","0076","672","Late Fiscal Year Filer","LATEFF","","8/30/2022",""
"A00540","01","2023","0078","048","Oil","OIL","","11/16/2022",""
"A00540","01","2023","0078","049","Confectionery","CONFT","","11/16/2022",""
"A00540","01","2023","0079","997","No Type Specified","NTS","","4/7/2022",""
"A00540","01","2023","0080","210","Standard Planting","SP","","11/16/2022",""
"A00540","01","2023","0081","091","Commodity","COMM","","6/17/2022",""
"A00540","01","2023","0081","128","All Other Food Grades","ALLOTHFDGD","","11/16/2022",""
"A00540","01","2023","0081","882","Large Seeded Food Grade","LSFG","","11/16/2022",""
"A00540","01","2023","0081","883","Small Seeded Food Grade","SSFG","","11/16/2022",""
"A00540","01","2023","0081","884","Low Linolenic Acid","LLA","","11/16/2022",""
"A00540","01","2023","0081","885","Low Saturated Fat","LSF","","11/16/2022",""
"A00540","01","2023","0081","886","High Protein","HP","","11/16/2022",""
"A00540","01","2023","0081","997","No Type Specified","NTS","","6/17/2022",""
"A00540","01","2023","0083","335","Bell Pepper","BP","","4/7/2022",""
"A00540","01","2023","0084","000","All Types","ALL","","11/16/2022",""
"A00540","01","2023","0084","009","Seed","S","","11/16/2022",""
"A00540","01","2023","0084","076","Russets/Shepodys","RTSD","","11/16/2022",""
"A00540","01","2023","0084","077","Russets","RU","","8/9/2022",""
"A00540","01","2023","0084","078","Reds","R","","8/9/2022",""
"A00540","01","2023","0084","079","Whites","W","","8/9/2022",""
"A00540","01","2023","0084","080","Russets Non-Seed","RUNS","","11/16/2022",""
"A00540","01","2023","0084","084","Reds Non-Seed","RNS","","11/16/2022",""
"A00540","01","2023","0084","085","Whites Non-Seed","WNS","","11/16/2022",""
"A00540","01","2023","0084","090","Russets Seed","RUS","","11/16/2022",""
"A00540","01","2023","0084","093","All Other","O","","11/16/2022",""
"A00540","01","2023","0084","094","Reds Seed","RS","","11/16/2022",""
"A00540","01","2023","0084","095","Whites Seed","WS","","11/16/2022",""
"A00540","01","2023","0084","161","Group A","GRPA","","4/7/2022",""
"A00540","01","2023","0084","258","Creamer","CREMR","","11/4/2022",""
"A00540","01","2023","0084","261","Group B","GRPB","","4/7/2022",""
"A00540","01","2023","0084","361","Group C","GRPC","","11/16/2022",""
"A00540","01","2023","0084","997","No Type Specified","NTS","","11/16/2022",""
"A00540","01","2023","0086","226","Grape","GRAPE","","11/16/2022",""
"A00540","01","2023","0086","245","Field Grown Traditional Round","FGTRDRND","","4/7/2022",""
"A00540","01","2023","0086","246","Field Grown Cherry","FGCHERRY","","4/7/2022",""
"A00540","01","2023","0086","247","Field Grown Grape","FGGRAPE","","4/7/2022",""
"A00540","01","2023","0086","248","Field Grown Plum","FGPLUM","","4/7/2022",""
"A00540","01","2023","0086","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0087","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0088","007","Grazing","GRAZNG","","8/24/2022",""
"A00540","01","2023","0088","030","Haying","HAYING","","8/24/2022",""
"A00540","01","2023","0089","189","Green Bartlett","GB","","8/9/2022",""
"A00540","01","2023","0089","389","Winter","W","","8/9/2022",""
"A00540","01","2023","0089","489","Summer and Fall","SMR FALL","","8/9/2022",""
"A00540","01","2023","0091","091","Winter","W","","6/17/2022",""
"A00540","01","2023","0091","092","Spring","S","","6/17/2022",""
"A00540","01","2023","0091","872","All Others (Spring)","AOSP","","6/17/2022",""
"A00540","01","2023","0091","873","Malting (Spring)","MSPR","","6/17/2022",""
"A00540","01","2023","0091","874","Waxy Hulled (Spring)","WHDS","","6/17/2022",""
"A00540","01","2023","0091","875","Waxy Hulless (Spring)","WHSS","","6/17/2022",""
"A00540","01","2023","0091","876","Hulless (Spring)","HSSP","","6/17/2022",""
"A00540","01","2023","0091","972","All Others (Winter)","AOWT","","6/17/2022",""
"A00540","01","2023","0091","973","Malting (Winter)","MWTR","","6/17/2022",""
"A00540","01","2023","0092","102","Processing","PROC","","8/9/2022",""
"A00540","01","2023","0092","107","Early Season (Fresh)","ES","","8/9/2022",""
"A00540","01","2023","0092","108","Mid Season (Fresh)","MS","","8/9/2022",""
"A00540","01","2023","0092","109","Late Season (Fresh)","LS","","8/9/2022",""
"A00540","01","2023","0092","332","Oriental Plums & Pluots (Fresh)","OPP","","8/9/2022",""
"A00540","01","2023","0092","333","European Prunes & Plums (Fresh)","EPP","","8/9/2022",""
"A00540","01","2023","0093","210","Standard Planting","SP","","11/16/2022",""
"A00540","01","2023","0094","011","Winter","W","","6/17/2022",""
"A00540","01","2023","0102","221","Kentucky Bluegrass","KBG","","6/17/2022",""
"A00540","01","2023","0102","222","Perennial Ryegrass","PRG","","6/17/2022",""
"A00540","01","2023","0105","012","Spring","S","","11/16/2022",""
"A00540","01","2023","0105","086","Fall","FALL","","11/16/2022",""
"A00540","01","2023","0105","997","No Type Specified","NTS","","11/16/2022",""
"A00540","01","2023","0107","114","Avrb Ratings 1-4","DRA","","6/17/2022",""
"A00540","01","2023","0107","159","Avrb Ratings 5-9","DRD","","6/17/2022",""
"A00540","01","2023","0107","714","Hybrid Avrb Ratings 1-4","HDRA","","6/17/2022",""
"A00540","01","2023","0107","759","Hybrid Avrb Ratings 5-9","HDRD","","6/17/2022",""
"A00540","01","2023","0114","012","Spring","S","","11/16/2022",""
"A00540","01","2023","0115","997","No Type Specified","NTS","","1/25/2023",""
"A00540","01","2023","0116","084","Stage 2","STG2","","8/9/2022",""
"A00540","01","2023","0116","085","Stage 3","STG3","","8/9/2022",""
"A00540","01","2023","0116","086","Stage 4","STG4","","8/9/2022",""
"A00540","01","2023","0132","476","Pickling","PKLNG","","11/16/2022",""
"A00540","01","2023","0147","102","Processing","PROC","","11/16/2022",""
"A00540","01","2023","0154","997","No Type Specified","NTS","","4/7/2022",""
"A00540","01","2023","0156","162","Beauregard (Fresh)","BEAU-FRSH","","11/16/2022",""
"A00540","01","2023","0156","164","Evangeline (Fresh)","EVANG-FRSH","","11/16/2022",""
"A00540","01","2023","0156","167","Beauregard (Dedicated Processing)","BEAU-DP","","11/16/2022",""
"A00540","01","2023","0156","168","Evangeline (Dedicated Processing)","EVANG-DP","","11/16/2022",""
"A00540","01","2023","0156","175","Orleans (Fresh)","ORL-FRSH","","11/16/2022",""
"A00540","01","2023","0156","181","Orleans (Dedicated Processing)","ORL-DP","","11/16/2022",""
"A00540","01","2023","0156","182","07-146/Bayou Belle Variety (Fresh)","07BB-FRSH","","11/16/2022",""
"A00540","01","2023","0156","229","07-146/Bayou Belle Variety (Dedicated Processing)","07BB-DP","","11/16/2022",""
"A00540","01","2023","0158","011","Winter","W","","6/24/2022",""
"A00540","01","2023","0158","012","Spring","S","","6/24/2022",""
"A00540","01","2023","0184","115","Varietal Group B","VARIETAL-B","","12/21/2022",""
"A00540","01","2023","0184","197","Varietal Group A","VARIETAL-A","","12/21/2022",""
"A00540","01","2023","0184","198","Varietal Group C","VARIETAL-C","","12/21/2022",""
"A00540","01","2023","0184","205","Varietal Group D","VARIETAL-D","","12/21/2022",""
"A00540","01","2023","0192","762","Minneola/Honeybell","MNNLA","","8/9/2022",""
"A00540","01","2023","0193","400","Dancy","DANCY","","6/17/2022",""
"A00540","01","2023","0193","401","Fairchild","FAIRD","","6/17/2022",""
"A00540","01","2023","0193","402","Fallglow","FALGL","","6/17/2022",""
"A00540","01","2023","0193","403","Robinson","RBNSN","","6/17/2022",""
"A00540","01","2023","0193","404","Sunburst","SNBST","","6/17/2022",""
"A00540","01","2023","0193","407","All Other Tangerines","AOTGR","","6/17/2022",""
"A00540","01","2023","0201","101","Fresh","FRESH","","8/9/2022",""
"A00540","01","2023","0201","102","Juice","JUICE","","8/9/2022",""
"A00540","01","2023","0201","145","All Others (Fresh)","AOF","","8/9/2022",""
"A00540","01","2023","0201","146","All Others (Juice)","AOJ","","8/9/2022",""
"A00540","01","2023","0201","154","Rio Red & Star Ruby (Fresh)","RRSRF","","8/9/2022",""
"A00540","01","2023","0201","155","Rio Red & Star Ruby (Juice)","RRSRJ","","8/9/2022",""
"A00540","01","2023","0201","156","Ruby Red (Fresh)","RRF","","8/9/2022",""
"A00540","01","2023","0201","157","Ruby Red (Juice)","RRJ","","8/9/2022",""
"A00540","01","2023","0201","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0202","101","Fresh","FRESH","","8/9/2022",""
"A00540","01","2023","0202","102","Juice","JUICE","","8/9/2022",""
"A00540","01","2023","0202","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0203","101","Fresh","FRESH","","8/9/2022",""
"A00540","01","2023","0203","149","Orlando","ORLAND","","8/9/2022",""
"A00540","01","2023","0203","762","Minneola/Honeybell","MNNLA","","8/9/2022",""
"A00540","01","2023","0207","010","Early & Midseason Oranges","EMO","","6/17/2022",""
"A00540","01","2023","0207","020","Late Oranges","LO","","6/17/2022",""
"A00540","01","2023","0207","109","Late Season","LS","","8/9/2022",""
"A00540","01","2023","0207","336","Early/Mid Season","EARLYMID","","12/21/2022",""
"A00540","01","2023","0207","337","Late","LATE","","12/21/2022",""
"A00540","01","2023","0207","338","Navel","NAVEL","","8/9/2022",""
"A00540","01","2023","0207","339","Temple","TMPLE","","12/21/2022",""
"A00540","01","2023","0208","030","Ruby Red Grapefruit","RRGR","","6/17/2022",""
"A00540","01","2023","0208","035","All Other Grapefruit","AOGF","","6/17/2022",""
"A00540","01","2023","0208","040","Rio Red & Star Ruby Grapefruit","RRSRGF","","6/17/2022",""
"A00540","01","2023","0208","340","Colored","COLOR","","8/9/2022",""
"A00540","01","2023","0208","341","White","WHITE","","8/9/2022",""
"A00540","01","2023","0209","203","All Other Lemons","AOLMNS","","6/17/2022",""
"A00540","01","2023","0209","204","Meyer","MEYR","","6/17/2022",""
"A00540","01","2023","0209","395","Eureka","EURKA","","8/9/2022",""
"A00540","01","2023","0209","414","Lisbon","LISBN","","8/9/2022",""
"A00540","01","2023","0209","997","No Type Specified","NTS","","12/21/2022",""
"A00540","01","2023","0210","212","Persian/Tahiti","PRSN/THT","","6/17/2022",""
"A00540","01","2023","0210","213","All Other Limes","AOLIME","","6/17/2022",""
"A00540","01","2023","0210","997","No Type Specified","NTS","","12/21/2022",""
"A00540","01","2023","0211","342","Murcott","MURCT","","12/21/2022",""
"A00540","01","2023","0211","343","Tangelo","TNGLO","","12/21/2022",""
"A00540","01","2023","0211","344","Tangerine","TNGER","","12/21/2022",""
"A00540","01","2023","0212","997","No Type Specified","NTS","","12/21/2022",""
"A00540","01","2023","0213","997","No Type Specified","NTS","","12/21/2022",""
"A00540","01","2023","0214","997","No Type Specified","NTS","","12/21/2022",""
"A00540","01","2023","0218","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0219","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0220","107","Early Season","ES","","8/9/2022",""
"A00540","01","2023","0220","108","Mid Season","MS","","8/9/2022",""
"A00540","01","2023","0220","109","Late Season","LS","","8/9/2022",""
"A00540","01","2023","0220","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0221","214","Extra Early","EE","","8/9/2022",""
"A00540","01","2023","0221","224","Earlies","ES","","8/9/2022",""
"A00540","01","2023","0221","234","Lates","LT","","8/9/2022",""
"A00540","01","2023","0221","244","Extra Late","ELT","","8/9/2022",""
"A00540","01","2023","0222","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0223","107","Early Season","ES","","8/9/2022",""
"A00540","01","2023","0223","108","Mid Season","MS","","8/9/2022",""
"A00540","01","2023","0223","109","Late Season","LS","","8/9/2022",""
"A00540","01","2023","0223","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0227","107","Early Season (Fresh)","ERSNF","","8/9/2022",""
"A00540","01","2023","0227","109","Late Season (Fresh)","LS","","8/9/2022",""
"A00540","01","2023","0227","123","Early Season (Juice)","ERSNJ","","8/9/2022",""
"A00540","01","2023","0227","124","Mid Season Non-Valencia (Fresh)","MSNVF","","8/9/2022",""
"A00540","01","2023","0227","125","Mid Season Valencia (Fresh)","MSVF","","8/9/2022",""
"A00540","01","2023","0227","126","Mid Season Non-Valencia (Juice)","MSNVJ","","8/9/2022",""
"A00540","01","2023","0227","128","Mid Season Valencia (Juice)","MSVJ","","8/9/2022",""
"A00540","01","2023","0227","129","Late Season (Juice)","LTSNJ","","8/9/2022",""
"A00540","01","2023","0227","131","Navel (Fresh)","NVLFR","","8/9/2022",""
"A00540","01","2023","0227","134","Navel","NVL","","8/9/2022",""
"A00540","01","2023","0227","135","Sweet","SWT","","8/9/2022",""
"A00540","01","2023","0227","136","Valencia","VAL","","8/9/2022",""
"A00540","01","2023","0227","137","Cara Cara","CARA CARA","","8/9/2022",""
"A00540","01","2023","0227","150","Early & Midseason (Fresh)","EMF","","8/9/2022",""
"A00540","01","2023","0227","151","Early & Midseason (Juice)","EMJ","","8/9/2022",""
"A00540","01","2023","0229","012","012 Flue Cured","012 FL CR","","11/16/2022",""
"A00540","01","2023","0229","013","013 Flue Cured","013 FL CR","","11/16/2022",""
"A00540","01","2023","0229","014","014 Flue Cured","014 FL CR","","11/16/2022",""
"A00540","01","2023","0229","111","11A Flue Cured","11A FL CR","","11/16/2022",""
"A00540","01","2023","0229","112","11B Flue Cured","11B FL CR","","11/16/2022",""
"A00540","01","2023","0230","021","021 Fire Cured","021 FR CR","","11/23/2022",""
"A00540","01","2023","0230","022","022 Fire Cured","022 FR CR","","11/16/2022",""
"A00540","01","2023","0230","023","023 Fire Cured","023 FR CR","","11/16/2022",""
"A00540","01","2023","0231","031","031 Burley","031 BRLY","","11/16/2022",""
"A00540","01","2023","0232","032","032 Maryland","032 MD","","11/23/2022",""
"A00540","01","2023","0233","035","035 Dark Air","035 DA","","11/16/2022",""
"A00540","01","2023","0233","036","036 Dark Air","036 DA","","11/16/2022",""
"A00540","01","2023","0233","037","037 Dark Air","037 DA","","11/23/2022",""
"A00540","01","2023","0234","041","041 Cigar Filler","041 CF","","11/16/2022",""
"A00540","01","2023","0235","051","051 Cigar Binder","051 CB","","11/16/2022",""
"A00540","01","2023","0235","052","052 Cigar Binder","052 CB","","11/16/2022",""
"A00540","01","2023","0235","054","054 Cigar Binder","054 CB","","11/16/2022",""
"A00540","01","2023","0235","055","055 Cigar Binder","055 CB","","11/16/2022",""
"A00540","01","2023","0236","061","061 Cigar Wrapper","061 CW","","11/16/2022",""
"A00540","01","2023","0255","117","Cavendish","C","","8/9/2022",""
"A00540","01","2023","0255","118","Brazilian","B","","8/9/2022",""
"A00540","01","2023","0256","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0257","121","Gmo","GMO","","8/9/2022",""
"A00540","01","2023","0257","122","Non-Gmo","NGMO","","8/9/2022",""
"A00540","01","2023","0265","117","Cavendish","C","","8/9/2022",""
"A00540","01","2023","0265","118","Brazilian","B","","8/9/2022",""
"A00540","01","2023","0266","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0267","121","Gmo","GMO","","8/9/2022",""
"A00540","01","2023","0267","122","Non-Gmo","NGMO","","8/9/2022",""
"A00540","01","2023","0284","791","Group 1 Improved","G1IMPVD","","12/21/2022",""
"A00540","01","2023","0284","792","Group 2 Improved","G2IMPVD","","12/21/2022",""
"A00540","01","2023","0284","794","Native","NTIVE","","12/21/2022",""
"A00540","01","2023","0308","107","Early Season","ES","","8/9/2022",""
"A00540","01","2023","0308","109","Late Season","LS","","8/9/2022",""
"A00540","01","2023","0309","101","Fresh","FRESH","","8/9/2022",""
"A00540","01","2023","0309","107","Early Season","ES","","8/9/2022",""
"A00540","01","2023","0309","109","Late Season","LS","","8/9/2022",""
"A00540","01","2023","0332","997","No Type Specified","NTS","","4/26/2022",""
"A00540","01","2023","0333","997","No Type Specified","NTS","","11/16/2022",""
"A00540","01","2023","0334","210","Standard Planting","SP","","11/16/2022",""
"A00540","01","2023","0396","303","Black","BLACK","","11/16/2022",""
"A00540","01","2023","0396","341","White","WHITE","","11/16/2022",""
"A00540","01","2023","0467","115","Varietal Group B","VARIETAL-B","","10/27/2022",""
"A00540","01","2023","0467","197","Varietal Group A","VARIETAL-A","","10/27/2022",""
"A00540","01","2023","0470","997","No Type Specified","NTS","","8/9/2022",""
"A00540","01","2023","0501","048","Oil","OIL","","8/9/2022",""
"A00540","01","2023","0501","408","Table (Manzanillo)","TABLE-MANZ","","8/9/2022",""
"A00540","01","2023","0501","409","Table (All Other)","TABLE-AO","","8/9/2022",""
"A00540","01","2023","0801","809","Steers Weight 1","SW1","","4/28/2022",""
"A00540","01","2023","0801","810","Steers Weight 2","SW2","","4/28/2022",""
"A00540","01","2023","0801","811","Heifers Weight 1","HW1","","4/28/2022",""
"A00540","01","2023","0801","812","Heifers Weight 2","HW2","","4/28/2022",""
"A00540","01","2023","0801","813","Brahman Weight 1","BW1","","4/28/2022",""
"A00540","01","2023","0801","814","Brahman Weight 2","BW2","","4/28/2022",""
"A00540","01","2023","0801","815","Dairy Weight 1","DW1","","4/28/2022",""
"A00540","01","2023","0801","816","Dairy Weight 2","DW2","","4/28/2022",""
"A00540","01","2023","0801","817","Unborn Steers & Heifers","UBSH","","4/28/2022",""
"A00540","01","2023","0801","818","Unborn Brahman","UBB","","4/28/2022",""
"A00540","01","2023","0801","819","Unborn Dairy","UBD","","4/28/2022",""
"A00540","01","2023","0802","820","Steers & Heifers","SH","","4/28/2022",""
"A00540","01","2023","0803","807","Calf Finishing","CF","","4/28/2022",""
"A00540","01","2023","0803","808","Yearling Finishing","YF","","4/28/2022",""
"A00540","01","2023","0815","804","Farrow To Finish","FTF","","4/28/2022",""
"A00540","01","2023","0815","805","Finishing","F","","4/28/2022",""
"A00540","01","2023","0815","806","Sew Pig Finishing","SWPGF","","4/28/2022",""
"A00540","01","2023","0815","821","Unborn Swine","UBS","","4/28/2022",""
"A00540","01","2023","0815","997","No Type Specified","NTS","","4/28/2022",""
"A00540","01","2023","0830","831","Class Price Option","CLPROP","","4/28/2022",""
"A00540","01","2023","0830","832","Component Price Option","CMPROP","","4/28/2022",""
"A00540","01","2023","0847","997","No Type Specified","NTS","","4/28/2022",""
"A00540","01","2023","1010","068","Foliage","FO","","4/7/2022",""
"A00540","01","2023","1010","071","Liners","LI","","4/7/2022",""
"A00540","01","2023","1010","840","Annual Plants and Plants Grown for 1 Yr or Less","APPG1Y","","4/7/2022",""
"A00540","01","2023","1010","841","Herbaceous Biennials and Perennials","HBBLPL","","4/7/2022",""
"A00540","01","2023","1010","842","Vines","VINES","","4/7/2022",""
"A00540","01","2023","1010","843","Broadleaf Evergreen Trees and Shrubs","BLEGTS","","4/7/2022",""
"A00540","01","2023","1010","844","Coniferous Evergreen Trees and Shrubs","CFEGTS","","4/7/2022",""
"A00540","01","2023","1010","845","Deciduous Trees and Shrubs","DCDTS","","4/7/2022",""
"A00540","01","2023","1010","846","Palms","PALMS","","4/7/2022",""
"A00540","01","2023","1010","847","Cycads","CYCADS","","4/7/2022",""
"A00540","01","2023","1191","997","No Type Specified","NTS","","8/24/2022",""
"A00540","01","2023","1218","016","Grain","GRAIN","","11/16/2022",""
"A00540","01","2023","1218","017","Fiber","FIBER","","11/16/2022",""
"A00540","01","2023","1218","018","Cannabidiol (CBD)","CBD","","11/16/2022",""
"A00540","01","2023","1302","051","Temples","TP","","8/9/2022",""
"A00540","01","2023","1302","052","Murcotts","MC","","8/9/2022",""
"A00540","01","2023","6000","132","Raspberries Varietal Group A","RASVGA","","8/30/2022",""
"A00540","01","2023","6000","133","Raspberries Varietal Group B","RASVGB","","8/30/2022",""
"A00540","01","2023","9110","670","Calendar Year Filer","CLNDRFLR","","8/30/2022",""
"A00540","01","2023","9110","671","Early Fiscal Year Filer","ERLYFF","","8/30/2022",""
"A00540","01","2023","9110","672","Late Fiscal Year Filer","LATEFF","","8/30/2022",""
"A00540","01","2023","9936","102","Juice","JUICE","","12/21/2022",""
