"RECORD_TYPE_CODE","RECORD_CATEGORY_CODE","REINSURANCE_YEAR","COMMODITY_CODE","PRACTICE_CODE","PRACTICE_NAME","PRACTICE_ABBREVIATION","LAST_RELEASED_DATE","RELEASED_DATE","DELETED_DATE"
"A00510","01","2023","0332","681","GS-4 Jun - Nov Index Interval","GS4JUN-NOV","","4/26/2022",""
"A00510","01","2023","0333","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0333","005","Summerfallow","SUMRFALLOW","","11/16/2022",""
"A00510","01","2023","0396","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0467","702","Organic(Certified) Irr.","IRR OC","","10/27/2022",""
"A00510","01","2023","0467","712","Organic(Transitional) Irr.","IRR OT","","10/27/2022",""
"A00510","01","2023","0801","202","Endorsement Ending in February Yr1","EEFEBY1","","4/28/2022",""
"A00510","01","2023","0801","203","Endorsement Ending in March Yr1","EEMARY1","","4/28/2022",""
"A00510","01","2023","0801","306","Endorsement Ending in June Yr2","EEJUNY2","","4/28/2022",""
"A00510","01","2023","0801","311","Endorsement Ending in November Yr2","EENOVY2","","4/28/2022",""
"A00510","01","2023","0801","312","Endorsement Ending in December Yr2","EEDECY2","","4/28/2022",""
"A00510","01","2023","0802","201","Endorsement Ending in January Yr1","EEJANY1","","4/28/2022",""
"A00510","01","2023","0802","204","Endorsement Ending in April Yr1","EEAPRY1","","4/28/2022",""
"A00510","01","2023","0802","206","Endorsement Ending in June Yr1","EEJUNY1","","4/28/2022",""
"A00510","01","2023","0802","207","Endorsement Ending in July Yr1","EEJULY1","","4/28/2022",""
"A00510","01","2023","0802","209","Endorsement Ending in September Yr1","EESPTY1","","4/28/2022",""
"A00510","01","2023","0802","301","Endorsement Ending in January Yr2","EEJANY2","","4/28/2022",""
"A00510","01","2023","0802","303","Endorsement Ending in March Yr2","EEMARY2","","4/28/2022",""
"A00510","01","2023","0802","310","Endorsement Ending in October Yr2","EEOCTY2","","4/28/2022",""
"A00510","01","2023","0803","906","June - Apr. Insurance Period","JUN-APRINS","","4/28/2022",""
"A00510","01","2023","0803","908","Aug. - Jun. Insurance Period","AUG-JUNINS","","4/28/2022",""
"A00510","01","2023","0803","909","Sep. - Jul. Insurance Period","SEP-JULINS","","4/28/2022",""
"A00510","01","2023","0803","910","Oct. - Aug. Insurance Period","OCT-AUGINS","","4/28/2022",""
"A00510","01","2023","0815","202","Endorsement Ending in February Yr1","EEFEBY1","","4/28/2022",""
"A00510","01","2023","0815","203","Endorsement Ending in March Yr1","EEMARY1","","4/28/2022",""
"A00510","01","2023","0815","205","Endorsement Ending in May Yr1","EEMAYY1","","4/28/2022",""
"A00510","01","2023","0815","209","Endorsement Ending in September Yr1","EESPTY1","","4/28/2022",""
"A00510","01","2023","0815","212","Endorsement Ending in December Yr1","EEDECY1","","4/28/2022",""
"A00510","01","2023","0815","303","Endorsement Ending in March Yr2","EEMARY2","","4/28/2022",""
"A00510","01","2023","0815","305","Endorsement Ending in May Yr2","EEMAYY2","","4/28/2022",""
"A00510","01","2023","0815","306","Endorsement Ending in June Yr2","EEJUNY2","","4/28/2022",""
"A00510","01","2023","0815","803","Mar. - Aug. Insurance Period","MAR-AUGINS","","4/28/2022",""
"A00510","01","2023","0815","806","June - Nov. Insurance Period","JUN-NOVINS","","4/28/2022",""
"A00510","01","2023","0830","802","Jan - Mar/Yr2 - Qtr1","JANMARY2Q1","","4/28/2022",""
"A00510","01","2023","0830","803","Apr - Jun/Yr2 - Qtr2","APRJUNY2Q2","","4/28/2022",""
"A00510","01","2023","0830","804","Jul - Sep/Yr2 - Qtr3","JULSEPY2Q3","","4/28/2022",""
"A00510","01","2023","0830","808","Jul - Sep/Yr3 - Qtr3","JULSEPY3Q3","","4/28/2022",""
"A00510","01","2023","0847","908","Aug. - Jun. Insurance Period","AUG-JUNINS","","4/28/2022",""
"A00510","01","2023","0847","911","Nov. - Sep. Insurance Period","NOV-SEPINS","","4/28/2022",""
"A00510","01","2023","1191","630","Jun - Jul Index Interval","JUN-JULINT","","8/24/2022",""
"A00510","01","2023","1191","631","Jul - Aug Index Interval","JUL-AUGINT","","8/24/2022",""
"A00510","01","2023","1191","633","Sep - Oct Index Interval","SEP-OCTINT","","8/24/2022",""
"A00510","01","2023","1218","172","Direct Seeded Whole Plant Irrigated","DSWPIRR","","11/16/2022",""
"A00510","01","2023","1218","713","Organic(Certified) Non-Irr.","NON IRROC","","11/16/2022",""
"A00510","01","2023","1218","771","Direct Seeded Floral Non-Irr. (OC)","DSFNIOC","","11/16/2022",""
"A00510","01","2023","1218","774","Transplant Floral Irr. (OC)","TPFIOC","","11/16/2022",""
"A00510","01","2023","1218","777","Transplant Whole Plant Non-Irr. (OC)","TPWPNIOC","","11/16/2022",""
"A00510","01","2023","1218","782","Direct Seeded Whole Plant Irr. (OT)","DSWPIOT","","11/16/2022",""
"A00510","01","2023","1218","783","Direct Seeded Whole Plant Non-Irr. (OT)","DSWPNIOT","","11/16/2022",""
"A00510","01","2023","1302","283","Standard Density (OC)","STDDNY OC","","8/9/2022",""
"A00510","01","2023","6000","301","Container (Irr) (HP2)","CTIRRHP2","","8/30/2022",""
"A00510","01","2023","6000","302","In Ground (Irr) (HP1)","IGIRRHP1","","8/30/2022",""
"A00510","01","2023","6000","312","In Ground (Irr) (HP1) (OC)","IGIRRHP1OC","","8/30/2022",""
"A00510","01","2023","6000","315","Container (Irr) (HP2) (OT)","CTIRRHP2OT","","8/30/2022",""
"A00510","01","2023","6000","316","In Ground (Irr) (HP1) (OT)","IGIRRHP1OT","","8/30/2022",""
"A00510","01","2023","6000","317","In Ground (Irr) (HP2) (OT)","IGIRRHP2OT","","8/30/2022",""
"A00510","01","2023","0011","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0011","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0011","714","Organic(Transitional) Non-Irr.","NON-IRROT","","6/17/2022",""
"A00510","01","2023","0012","796","Irr. Without Frost Protection(OT)","IRRW/OFPOT","","8/9/2022",""
"A00510","01","2023","0013","012","Irrigated With Cover Crop","IRR W/CC","","11/16/2022",""
"A00510","01","2023","0013","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0013","764","Spring Planted Irr.(OT)","SPR PLT OT","","6/17/2022",""
"A00510","01","2023","0013","798","Irrigated Without Cover Crop(OT)","I WO CC OT","","11/16/2022",""
"A00510","01","2023","0013","813","Irrigated With Cover Crop(OC)","I W CC OC","","11/16/2022",""
"A00510","01","2023","0013","815","Non-Irrigated With Cover Crop(OC)","NI W CC OC","","11/16/2022",""
"A00510","01","2023","0013","819","Winter Transplanted Irrigated(OC)","WTI OC","","6/17/2022",""
"A00510","01","2023","0015","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0015","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0015","714","Organic(Transitional) Non-Irr.","NON-IRROT","","6/17/2022",""
"A00510","01","2023","0016","003","Non-Irrigated","NON IRR","","6/17/2022",""
"A00510","01","2023","0016","715","Continuous Cropping(OC)","CONTCROPOC","","11/16/2022",""
"A00510","01","2023","0016","721","Water Fallow(OC)","H2OFALL OC","","11/28/2022",""
"A00510","01","2023","0017","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0018","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0019","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0021","063","Non-Irrigated Skip Row","NIRR-SR","","11/16/2022",""
"A00510","01","2023","0021","726","Fac (Non-Irrigated)(OT)","FAC NI OT","","11/16/2022",""
"A00510","01","2023","0021","733","Nfac (Non-Irrigated Skip Row)(OC)","NFACNISROC","","11/16/2022",""
"A00510","01","2023","0022","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0022","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0024","254","High Density (Irrigated) (OC)","HDIOC","","8/9/2022",""
"A00510","01","2023","0024","255","High Density (Irrigated) (OT)","HDIOT","","8/9/2022",""
"A00510","01","2023","0024","262","High Density (Non-Irrigated)","HDNI","","8/9/2022",""
"A00510","01","2023","0028","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0029","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0029","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0031","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0031","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0031","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0032","090","Spring Seeded","SPRING SD","","4/14/2022",""
"A00510","01","2023","0032","093","Spring Seeded (Non-Irr.)","SPRSD NIRR","","4/14/2022",""
"A00510","01","2023","0032","746","Fall Seeded(OT)","FALL SD OT","","4/14/2022",""
"A00510","01","2023","0033","003","Non-Irrigated","NON IRR","","6/17/2022",""
"A00510","01","2023","0033","723","No Practice Specified (OC)","NPS OC","","6/17/2022",""
"A00510","01","2023","0033","997","No Practice Specified","NPS","","6/17/2022",""
"A00510","01","2023","0034","003","Non-Irrigated","NON IRR","","8/9/2022",""
"A00510","01","2023","0037","092","Hand Harv-All Type Trays","HHATT","","4/7/2022",""
"A00510","01","2023","0037","756","Hand Harv-All Type Trays(OT)","HHATT OT","","4/7/2022",""
"A00510","01","2023","0038","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0039","002","Irrigated","IRRIGATED","","4/7/2022",""
"A00510","01","2023","0039","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0039","712","Organic(Transitional) Irr.","IRR OT","","4/7/2022",""
"A00510","01","2023","0039","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0041","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0042","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0042","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0042","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0042","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0043","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0044","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0044","759","Fall Planted Irr.(OC)","FALL PI OC","","4/7/2022",""
"A00510","01","2023","0044","762","Winter Planted Irr.(OT)","WINPLIRROT","","4/7/2022",""
"A00510","01","2023","0045","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0045","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0046","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0046","035","Spring Planted Non-Irrigated","SPR PNIRR","","11/16/2022",""
"A00510","01","2023","0046","044","Spring Planted Non-Irrigated (OT)","SPR PNIROT","","11/16/2022",""
"A00510","01","2023","0046","108","Spp (Non-Irrigated)","SPP-NIRR","","11/16/2022",""
"A00510","01","2023","0046","109","Dpp (Non-Irrigated)","DPP-NONIRR","","11/16/2022",""
"A00510","01","2023","0046","110","Spp (Irrigated)","SPP-IRR","","11/16/2022",""
"A00510","01","2023","0046","111","Dpp (Irrigated)","DPP IRR","","11/16/2022",""
"A00510","01","2023","0046","112","Early (Non-Irrigated)","EARLY NIRR","","11/16/2022",""
"A00510","01","2023","0046","120","Spring Non Irrigated","SPR NIRR","","11/16/2022",""
"A00510","01","2023","0046","121","Spring Irrigated","SPR IRR","","11/16/2022",""
"A00510","01","2023","0046","123","Fall Irrigated","FALL IRR","","11/16/2022",""
"A00510","01","2023","0046","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0046","725","Fac (Non-Irrigated)(OC)","FAC NI OC","","11/16/2022",""
"A00510","01","2023","0046","727","Nfac (Non-Irrigated)(OC)","NFAC-NI-OC","","11/16/2022",""
"A00510","01","2023","0046","739","Nfac (Irrigated)(OC)","NFAC-IRROC","","11/16/2022",""
"A00510","01","2023","0046","740","Nfac (Irrigated)(OT)","NFAC-IRROT","","11/16/2022",""
"A00510","01","2023","0046","834","Spp (Non-Irrigated)(OT)","SPP-NI OT","","11/16/2022",""
"A00510","01","2023","0046","839","Dpp (Irrigated)(OC)","DPP-I OC","","11/16/2022",""
"A00510","01","2023","0046","840","Dpp (Irrigated)(OT)","DPP-I OT","","11/16/2022",""
"A00510","01","2023","0046","841","Early (Non-Irrigated)(OC)","E - NI OC","","11/16/2022",""
"A00510","01","2023","0046","845","Early (Irrigated)(OC)","E - I OC","","11/16/2022",""
"A00510","01","2023","0046","846","Early (Irrigated)(OT)","E - I OT","","11/16/2022",""
"A00510","01","2023","0046","847","Late (Irrigated)(OC)","L - I OC","","11/16/2022",""
"A00510","01","2023","0046","851","Spring Irrigated(OC)","S-I OC","","11/16/2022",""
"A00510","01","2023","0046","983","Spring Planted Irrigated(OC)","SPI OC","","11/16/2022",""
"A00510","01","2023","0047","092","Ibr-I","IBR I","","11/16/2022",""
"A00510","01","2023","0047","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0047","742","Fac (Irrigated)(OT)","FAC IRR OT","","11/16/2022",""
"A00510","01","2023","0047","858","Nibr-I(OT)","NIBR-I OT","","11/16/2022",""
"A00510","01","2023","0049","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0051","094","Nfac (Irrigated)","NFAC-IRR","","11/16/2022",""
"A00510","01","2023","0051","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0051","727","Nfac (Non-Irrigated)(OC)","NFAC-NI-OC","","11/16/2022",""
"A00510","01","2023","0052","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0053","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0053","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0053","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0053","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0054","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0054","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0054","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0055","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0055","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0055","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0057","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0057","997","No Practice Specified","NPS","","8/9/2022",""
"A00510","01","2023","0058","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0058","997","No Practice Specified","NPS","","8/9/2022",""
"A00510","01","2023","0060","867","Irrigated - Natural(OC)","I-N OC","","8/9/2022",""
"A00510","01","2023","0062","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0064","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0067","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0067","714","Organic(Transitional) Non-Irr.","NON-IRROT","","6/17/2022",""
"A00510","01","2023","0067","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0069","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0069","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0072","030","Fall Planted","FALL PLT","","11/16/2022",""
"A00510","01","2023","0072","046","Spring Planted","SPR PLT","","11/16/2022",""
"A00510","01","2023","0072","211","Winter Planted Irrigated","WIN PL IRR","","4/7/2022",""
"A00510","01","2023","0072","706","Summer Planted Irrigated","SUMRPLTIRR","","4/7/2022",""
"A00510","01","2023","0072","778","Spring Direct Seeded Irr.(OT)","SPRDSIRROT","","4/7/2022",""
"A00510","01","2023","0072","779","Spring Transplanted Irr.(OC)","SPRTRIRROC","","4/7/2022",""
"A00510","01","2023","0072","780","Spring Transplanted Irr.(OT)","SPRTRIRROT","","4/7/2022",""
"A00510","01","2023","0072","975","Spring Planted(OC)","SP OC","","11/16/2022",""
"A00510","01","2023","0072","978","Winter Planted Irrigated(OT)","WPI OT","","4/7/2022",""
"A00510","01","2023","0072","981","Fall Planted Irrigated(OC)","FPI OC","","4/7/2022",""
"A00510","01","2023","0073","768","Container(OT)","CTR OT","","12/21/2022",""
"A00510","01","2023","0075","027","Irrigated (Fall)","IRR FALL","","11/16/2022",""
"A00510","01","2023","0075","037","Non-Irr. (Fall)","NIRR FALL","","11/16/2022",""
"A00510","01","2023","0075","915","Irrigated (Spring)(OC)","I-S OC","","11/16/2022",""
"A00510","01","2023","0075","916","Irrigated (Spring)(OT)","I-S OT","","11/16/2022",""
"A00510","01","2023","0075","917","Irrigated (Fall)(OC)","I-F OC","","11/16/2022",""
"A00510","01","2023","0075","918","Irrigated (Fall)(OT)","I-F OT","","11/16/2022",""
"A00510","01","2023","0075","922","Non-Irr. (Fall)(OT)","NI-F OT","","11/16/2022",""
"A00510","01","2023","0076","997","No Practice Specified","NPS","","8/30/2022",""
"A00510","01","2023","0078","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0078","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0079","003","Non-Irrigated","NON IRR","","4/7/2022",""
"A00510","01","2023","0079","713","Organic(Certified) Non-Irr.","NON-IRROC","","4/7/2022",""
"A00510","01","2023","0081","053","Nfac (Non-Irrigated)","NFAC-NIRR","","6/17/2022",""
"A00510","01","2023","0081","154","Non-Conventional(Irr)","NONCON IRR","","6/17/2022",""
"A00510","01","2023","0081","155","Non-Conventional(Non-Irr)","NONCON NI","","6/17/2022",""
"A00510","01","2023","0081","157","Non-Conventional(Irr)(OT)","NC IRROT","","11/16/2022",""
"A00510","01","2023","0081","158","Non-Conventional(Non-Irr)(OC)","NC NIOC","","11/16/2022",""
"A00510","01","2023","0081","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0081","740","Nfac (Irrigated)(OT)","NFAC-IRROT","","11/16/2022",""
"A00510","01","2023","0083","130","Fall Direct Seeded Irr.","FALL DSIRR","","4/7/2022",""
"A00510","01","2023","0083","140","Fall Transplanted Irr.","FALLTRIRR","","4/7/2022",""
"A00510","01","2023","0083","769","Fall Direct Seeded Irr.(OC)","FDSI OC","","4/7/2022",""
"A00510","01","2023","0083","774","Winter Direct Seeded Irr.(OT)","WINDSIRROT","","4/7/2022",""
"A00510","01","2023","0083","776","Winter Transplanted Irr.(OT)","WINTRIRROT","","4/7/2022",""
"A00510","01","2023","0083","777","Spring Direct Seeded Irr.(OC)","SPRDSIRROC","","4/7/2022",""
"A00510","01","2023","0083","780","Spring Transplanted Irr.(OT)","SPRTRIRROT","","4/7/2022",""
"A00510","01","2023","0084","185","Spring Planted Late Season Irr.","SPPTLTSNIR","","4/7/2022",""
"A00510","01","2023","0084","190","Fall Planted Late Season Irr.(OC)","FPTLSNIROC","","4/7/2022",""
"A00510","01","2023","0084","191","Fall Planted Late Season Irr.(OT)","FPTLSNIROT","","4/7/2022",""
"A00510","01","2023","0084","192","Spring Planted Early Season Irr.(OC)","SPTESNIROC","","4/7/2022",""
"A00510","01","2023","0084","196","Winter Planted Early Season Irr.","WTPTERSNIR","","8/9/2022",""
"A00510","01","2023","0084","198","Winter Planted Early Season Irr.(OC)","WPTESNIROC","","8/9/2022",""
"A00510","01","2023","0084","420","Summer Planted Irr.","SUMRPLTIRR","","8/9/2022",""
"A00510","01","2023","0084","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0084","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0084","760","Fall Planted Irr.(OT)","FALL PI OT","","6/17/2022",""
"A00510","01","2023","0086","143","Fall Transpltd Irr Mulch Staked","FTIRRMS","","8/9/2022",""
"A00510","01","2023","0086","343","Spr Transpltd Irr Mulch Staked","STIRRMS","","8/9/2022",""
"A00510","01","2023","0086","344","Spr Transpltd Irr Unmulch Stake","STIRRUMS","","8/9/2022",""
"A00510","01","2023","0086","348","Smr Transpltd Irr Mulch Staked","STIRRMS","","11/16/2022",""
"A00510","01","2023","0086","788","Wtr. Transpltd Irr Staked(OT)","WTIRRS OT","","4/7/2022",""
"A00510","01","2023","0086","931","Fall Transpltd Irr Mulch Staked(OC)","FTIMS OC","","8/9/2022",""
"A00510","01","2023","0086","940","Spr Transpltd Irr Unmulch Stake(OT)","344 OT","","8/9/2022",""
"A00510","01","2023","0086","947","Smr Transpltd Irr Mulch Staked(OC)","STIRRMSOC","","11/16/2022",""
"A00510","01","2023","0087","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0087","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0087","841","Early (Non-Irrigated)(OC)","E - NI OC","","11/16/2022",""
"A00510","01","2023","0087","845","Early (Irrigated)(OC)","E - I OC","","11/16/2022",""
"A00510","01","2023","0087","947","Transplanted For Hand Harvest(OC)","THH OC","","11/16/2022",""
"A00510","01","2023","0087","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0088","427","Mar - Apr Index Interval (Irrigated)","MARAPRIRR","","8/24/2022",""
"A00510","01","2023","0088","429","May - Jun Index Interval (Irrigated)","MAYJUNIRR","","8/24/2022",""
"A00510","01","2023","0088","433","Sep - Oct Index Interval (Irrigated)","SEPOCTIRR","","8/24/2022",""
"A00510","01","2023","0088","435","Nov - Dec Index Interval (Irrigated)","NOVDECIRR","","8/24/2022",""
"A00510","01","2023","0088","470","Jun - Jul Index Interval (Irr) (OC)","JUNJULIROC","","8/30/2022",""
"A00510","01","2023","0088","473","Sep - Oct Index Interval (Irr) (OC)","SEPOCTIROC","","8/30/2022",""
"A00510","01","2023","0088","485","Jan - Feb Index Interval (Irr) (OT)","JANFEBIROT","","8/30/2022",""
"A00510","01","2023","0088","487","Mar - Apr Index Interval (Irr) (OT)","MARAPRIROT","","8/30/2022",""
"A00510","01","2023","0088","488","Apr - May Index Interval (Irr) (OT)","APRMAYIROT","","8/30/2022",""
"A00510","01","2023","0088","489","May - Jun Index Interval (Irr) (OT)","MAYJUNIROT","","8/30/2022",""
"A00510","01","2023","0088","491","Jul - Aug Index Interval (Irr) (OT)","JULAUGIROT","","8/30/2022",""
"A00510","01","2023","0088","527","Mar - Apr Index Interval (Non-Irrigated)","MARAPRNIRR","","8/24/2022",""
"A00510","01","2023","0088","568","Apr - May Index Interval (Non-Irr) (OC)","APRMAYNIOC","","8/24/2022",""
"A00510","01","2023","0088","570","Jun - Jul Index Interval (Non-Irr) (OC)","JUNJULNIOC","","8/24/2022",""
"A00510","01","2023","0088","575","Nov - Dec Index Interval (Non-Irr) (OC)","NOVDECNIOC","","8/24/2022",""
"A00510","01","2023","0088","593","Sep - Oct Index Interval (Non-Irr) (OT)","SEPOCTNIOT","","8/24/2022",""
"A00510","01","2023","0088","595","Nov - Dec Index Interval (Non-Irr) (OT)","NOVDECNIOT","","8/24/2022",""
"A00510","01","2023","0088","626","Feb - Mar Index Interval","FEB-MARINT","","8/24/2022",""
"A00510","01","2023","0088","630","Jun - Jul Index Interval","JUN-JULINT","","8/24/2022",""
"A00510","01","2023","0088","633","Sep - Oct Index Interval","SEP-OCTINT","","8/24/2022",""
"A00510","01","2023","0089","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0089","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0089","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0089","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0091","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0091","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0091","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0091","722","Water Fallow(OT)","H2OFALL OT","","6/17/2022",""
"A00510","01","2023","0092","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0093","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0094","003","Non-Irrigated","NON IRR","","6/17/2022",""
"A00510","01","2023","0094","997","No Practice Specified","NPS","","6/17/2022",""
"A00510","01","2023","0102","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0102","003","Non-Irrigated","NON IRR","","6/17/2022",""
"A00510","01","2023","0102","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0102","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0105","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0107","102","Established Stand (Irr)","EST STAND","","6/17/2022",""
"A00510","01","2023","0107","202","Fall Pltd Seed-To-Seed (Irr)","FALL PSTSI","","6/17/2022",""
"A00510","01","2023","0107","962","Fall Pltd Seed-To-Seed (Irr)(OT)","FSI OT","","6/17/2022",""
"A00510","01","2023","0114","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0114","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0114","741","Fac (Irrigated)(OC)","FAC IRR OC","","11/16/2022",""
"A00510","01","2023","0115","997","No Practice Specified","NPS","","1/25/2023",""
"A00510","01","2023","0116","023","Grow-Out Bag","GROWOUTBAG","","8/9/2022",""
"A00510","01","2023","0132","039","Spring Planted Non-Irrigated (OC)","SPR PNIROC","","11/16/2022",""
"A00510","01","2023","0147","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0147","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0154","213","Winter Planted with Frost Protection Irr.","WPFI","","4/7/2022",""
"A00510","01","2023","0154","985","Summer Planted Irrigated(OC)","SUPI OC","","4/7/2022",""
"A00510","01","2023","0156","002","Irrigated","IRR","","11/16/2022",""
"A00510","01","2023","0158","003","Non-Irrigated","NON IRR","","6/24/2022",""
"A00510","01","2023","0158","715","Continuous Cropping(OC)","CONTCROPOC","","6/24/2022",""
"A00510","01","2023","0158","718","Summerfallow(OT)","SUMFALL OT","","6/24/2022",""
"A00510","01","2023","0184","266","Standard Density Stage 1 (Irr) (OC)","SDS1IOC","","12/21/2022",""
"A00510","01","2023","0184","267","Standard Density Stage 1 (Irr) (OT)","SDS1IOT","","12/21/2022",""
"A00510","01","2023","0184","268","High Density Stage 1 (Irr)","HDS1IRR","","12/21/2022",""
"A00510","01","2023","0184","273","Standard Density Stage 2 (Irr) (OT)","SDS2IOT","","12/21/2022",""
"A00510","01","2023","0184","275","High Density Stage 2 (Irr) (OC)","HDS2IOC","","12/21/2022",""
"A00510","01","2023","0184","277","Standard Density Stage 3 (Irr)","SDS3IRR","","12/21/2022",""
